Sample,Year,location,treatment,trtname,chemical,rep,isloc,isattempt,isrecover,isolate_multi_spec,multispecplant,camefrom,isolate_code,Long Term Storage,accession,voucher,percentage of identical matches,Bitscore,TaxCutoff,Highest BLAST taxonomy,Conservative Taxonomy,clade
VAL1701_19,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_19,.,.,.,.,.,.,.,.,.,.
VAL1701_19,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_19,.,.,.,.,.,.,.,.,.,.
VAL1701_20,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_20,.,.,.,.,.,.,.,.,.,.
VAL1701_20,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_20,.,.,.,.,.,.,.,.,.,.
VAL1701_21,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_21,.,.,.,.,.,.,.,.,.,.
VAL1701_21,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_21,.,.,.,.,.,.,.,.,.,.
VAL1701_22,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_22,.,.,.,.,.,.,.,.,.,.
VAL1701_22,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_22,.,.,.,.,.,.,.,.,.,.
VAL1701_23,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_23,.,.,.,.,.,.,.,.,.,.
VAL1701_23,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_23,.,.,.,.,.,.,.,.,.,.
VAL1701_24,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_24,.,.,.,.,.,.,.,.,.,.
VAL1701_24,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_24,.,.,.,.,.,.,.,.,.,.
VAL1701_25,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_25,.,.,.,.,.,.,.,.,.,.
VAL1701_25,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_25,.,.,.,.,.,.,.,.,.,.
VAL1701_26,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_26,.,.,.,.,.,.,.,.,.,.
VAL1701_26,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_26,.,.,.,.,.,.,.,.,.,.
VAL1701_27,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_27,.,.,.,.,.,.,.,.,.,.
VAL1701_27,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_27,.,.,.,.,.,.,.,.,.,.
VAL1701_28,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_28,.,.,.,.,.,.,.,.,.,.
VAL1701_28,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_28,.,.,.,.,.,.,.,.,.,.
VAL1701_29,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_29,.,.,.,.,.,.,.,.,.,.
VAL1701_29,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_29,.,.,.,.,.,.,.,.,.,.
VAL1701_30,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1701_30,.,.,.,.,.,.,.,.,.,.
VAL1701_30,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1701_30,.,.,.,.,.,.,.,.,.,.
VAL1701_31,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_31,.,.,.,.,.,.,.,.,.,.
VAL1701_31,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_31,.,.,.,.,.,.,.,.,.,.
VAL1701_32,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_32,.,.,.,.,.,.,.,.,.,.
VAL1701_32,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_32,.,.,.,.,.,.,.,.,.,.
VAL1701_33,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_33,.,.,.,.,.,.,.,.,.,.
VAL1701_33,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_33,.,.,.,.,.,.,.,.,.,.
VAL1701_34,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_34,.,.,.,.,.,.,.,.,.,.
VAL1701_34,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_34,.,.,.,.,.,.,.,.,.,.
VAL1701_35,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_35,.,.,.,.,.,.,.,.,.,.
VAL1701_35,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_35,.,.,.,.,.,.,.,.,.,.
VAL1701_36,2017,MI,1,NTC,NTC,5,root,TRUE,FALSE,FALSE,,VAL1701_36,.,.,.,.,.,.,.,.,.,.
VAL1701_36,2017,MI,1,NTC,NTC,5,stem,TRUE,FALSE,FALSE,,VAL1701_36,.,.,.,.,.,.,.,.,.,.
VAL1701_37,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1701_37,.,.,.,.,.,.,.,.,.,.
VAL1701_37,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_37,.,.,.,.,.,.,.,.,.,.
VAL1701_38,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,FALSE,FALSE,,VAL1701_38,.,.,.,.,.,.,.,.,.,.
VAL1701_38,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_38,.,.,.,.,.,.,.,.,.,.
VAL1701_39,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_39,.,.,.,.,.,.,.,.,.,.
VAL1701_39,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1701_39,VAL1701_39,1,HQ643476,DAOM 230386,99,1509,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1701_40,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_40,.,.,.,.,.,.,.,.,.,.
VAL1701_40,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1701_40,VAL1701_40,1,HQ643476,DAOM 230386,100,1642,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1701_41,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_41,.,.,.,.,.,.,.,.,.,.
VAL1701_41,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1701_41,VAL1701_41,1,HQ643777,CBS 113341,100,1591,Pass,Pythium sp. nov.,Pythium sp. nov. Clade F,F
VAL1701_42,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,stem,TRUE,FALSE,FALSE,,VAL1701_42,.,.,.,.,.,.,.,.,.,.
VAL1701_42,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,3,root,TRUE,TRUE,FALSE,,VAL1701_42,VAL1701_42,1,HQ643512,BR 260,100,1456,Pass,Pythium conidiophorum  ,Pythium conidiophorum,B
VAL1701_43,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,FALSE,FALSE,,VAL1701_43,.,.,.,.,.,.,.,.,.,.
VAL1701_43,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_43,.,.,.,.,.,.,.,.,.,.
VAL1701_44,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,FALSE,FALSE,,VAL1701_44,.,.,.,.,.,.,.,.,.,.
VAL1701_44,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_44,.,.,.,.,.,.,.,.,.,.
VAL1701_45,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_45,.,.,.,.,.,.,.,.,.,.
VAL1701_45,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,TRUE,FALSE,,VAL1701_45,VAL1701_45,1,AY598618,CBS 382.34,100,1548,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1701_46,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,FALSE,FALSE,,VAL1701_46,.,.,.,.,.,.,.,.,.,.
VAL1701_46,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_46,.,.,.,.,.,.,.,.,.,.
VAL1701_47,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,FALSE,FALSE,,VAL1701_47,.,.,.,.,.,.,.,.,.,.
VAL1701_47,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_47,.,.,.,.,.,.,.,.,.,.
VAL1701_48,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,root,TRUE,FALSE,FALSE,,VAL1701_48,.,.,.,.,.,.,.,.,.,.
VAL1701_48,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,5,stem,TRUE,FALSE,FALSE,,VAL1701_48,.,.,.,.,.,.,.,.,.,.
VAL1701_49,2017,MI,1,NTC,NTC,4,stem,TRUE,FALSE,FALSE,,VAL1701_49,.,.,.,.,.,.,.,.,.,.
VAL1701_49,2017,MI,1,NTC,NTC,4,root,TRUE,TRUE,FALSE,,VAL1701_49,VAL1701_49,1,AY598645,CBS 453.67,100,1724,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_50,2017,MI,1,NTC,NTC,4,root,TRUE,FALSE,FALSE,,VAL1701_50,.,.,.,.,.,.,.,.,.,.
VAL1701_50,2017,MI,1,NTC,NTC,4,stem,TRUE,FALSE,FALSE,,VAL1701_50,.,.,.,.,.,.,.,.,.,.
VAL1701_51,2017,MI,1,NTC,NTC,4,stem,TRUE,FALSE,FALSE,,VAL1701_51,.,.,.,.,.,.,.,.,.,.
VAL1701_51,2017,MI,1,NTC,NTC,4,root,TRUE,TRUE,FALSE,,VAL1701_51,VAL1701_51,1,AY598624,CBS 316.33,100,1570,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1701_52,2017,MI,1,NTC,NTC,4,stem,TRUE,TRUE,FALSE,,VAL1701_52,.,.,.,.,.,.,.,.,.,.
VAL1701_117,2017,MI,1,NTC,NTC,4,stem,FALSE,.,.,,VAL1701_52,VAL1701_117,1,HQ643849,BR 179,100,1687,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_52,2017,MI,1,NTC,NTC,4,root,TRUE,TRUE,FALSE,,VAL1701_52,VAL1701_52,1,AY598645,CBS 453.67,100,1707,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_53,2017,MI,1,NTC,NTC,4,root,TRUE,FALSE,FALSE,,VAL1701_53,.,.,.,.,.,.,.,.,.,.
VAL1701_53,2017,MI,1,NTC,NTC,4,stem,TRUE,FALSE,FALSE,,VAL1701_53,.,.,.,.,.,.,.,.,.,.
VAL1701_54,2017,MI,1,NTC,NTC,4,root,TRUE,FALSE,FALSE,,VAL1701_54,.,.,.,.,.,.,.,.,.,.
VAL1701_54,2017,MI,1,NTC,NTC,4,stem,TRUE,FALSE,FALSE,,VAL1701_54,.,.,.,.,.,.,.,.,.,.
VAL1701_55,2017,MI,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1701_55,.,.,.,.,.,.,.,.,.,.
VAL1701_55,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_55,.,.,.,.,.,.,.,.,.,.
VAL1701_56,2017,MI,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1701_56,.,.,.,.,.,.,.,.,.,.
VAL1701_56,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_56,.,.,.,.,.,.,.,.,.,.
VAL1701_57,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_57,.,.,.,.,.,.,.,.,.,.
VAL1701_57,2017,MI,1,NTC,NTC,1,root,TRUE,TRUE,FALSE,,VAL1701_57,VAL1701_57,1,AY598657,CBS 398.51,100,1583,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1701_58,2017,MI,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1701_58,.,.,.,.,.,.,.,.,.,.
VAL1701_58,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_58,.,.,.,.,.,.,.,.,.,.
VAL1701_59,2017,MI,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1701_59,.,.,.,.,.,.,.,.,.,.
VAL1701_59,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_59,.,.,.,.,.,.,.,.,.,.
VAL1701_60,2017,MI,1,NTC,NTC,1,root,TRUE,FALSE,FALSE,,VAL1701_60,.,.,.,.,.,.,.,.,.,.
VAL1701_60,2017,MI,1,NTC,NTC,1,stem,TRUE,FALSE,FALSE,,VAL1701_60,.,.,.,.,.,.,.,.,.,.
VAL1701_61,2017,MI,1,NTC,NTC,6,root,TRUE,FALSE,FALSE,,VAL1701_61,.,.,.,.,.,.,.,.,.,.
VAL1701_61,2017,MI,1,NTC,NTC,6,stem,TRUE,FALSE,FALSE,,VAL1701_61,.,.,.,.,.,.,.,.,.,.
VAL1701_62,2017,MI,1,NTC,NTC,6,root,TRUE,FALSE,FALSE,,VAL1701_62,.,.,.,.,.,.,.,.,.,.
VAL1701_62,2017,MI,1,NTC,NTC,6,stem,TRUE,FALSE,FALSE,,VAL1701_62,.,.,.,.,.,.,.,.,.,.
VAL1701_63,2017,MI,1,NTC,NTC,6,root,TRUE,FALSE,FALSE,,VAL1701_63,.,.,.,.,.,.,.,.,.,.
VAL1701_63,2017,MI,1,NTC,NTC,6,stem,TRUE,FALSE,FALSE,,VAL1701_63,.,.,.,.,.,.,.,.,.,.
VAL1701_64,2017,MI,1,NTC,NTC,6,root,TRUE,FALSE,FALSE,,VAL1701_64,.,.,.,.,.,.,.,.,.,.
VAL1701_64,2017,MI,1,NTC,NTC,6,stem,TRUE,TRUE,FALSE,,VAL1701_64,VAL1701_64,1,HQ643476,DAOM 230386,99,1581,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1701_65,2017,MI,1,NTC,NTC,6,stem,TRUE,FALSE,FALSE,,VAL1701_65,.,.,.,.,.,.,.,.,.,.
VAL1701_65,2017,MI,1,NTC,NTC,6,root,TRUE,TRUE,FALSE,,VAL1701_65,VAL1701_65,1,AY598645,CBS 453.67,100,1757,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_66,2017,MI,1,NTC,NTC,6,root,TRUE,FALSE,FALSE,,VAL1701_66,.,.,.,.,.,.,.,.,.,.
VAL1701_66,2017,MI,1,NTC,NTC,6,stem,TRUE,FALSE,FALSE,,VAL1701_66,.,.,.,.,.,.,.,.,.,.
VAL1701_67,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1701_67,.,.,.,.,.,.,.,.,.,.
VAL1701_67,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_67,.,.,.,.,.,.,.,.,.,.
VAL1701_68,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1701_68,.,.,.,.,.,.,.,.,.,.
VAL1701_68,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_68,.,.,.,.,.,.,.,.,.,.
VAL1701_69,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_69,.,.,.,.,.,.,.,.,.,.
VAL1701_69,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,TRUE,FALSE,,VAL1701_69,VAL1701_69,1,AY598645,CBS 453.67,100,1594,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_70,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,FALSE,FALSE,,VAL1701_70,.,.,.,.,.,.,.,.,.,.
VAL1701_70,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_70,.,.,.,.,.,.,.,.,.,.
VAL1701_71,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_71,.,.,.,.,.,.,.,.,.,.
VAL1701_71,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,TRUE,FALSE,,VAL1701_71,VAL1701_71,1,AY598618,CBS 382.34,100,1506,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1701_72,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,stem,TRUE,FALSE,FALSE,,VAL1701_72,.,.,.,.,.,.,.,.,.,.
VAL1701_72,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,4,root,TRUE,TRUE,FALSE,,VAL1701_72,VAL1701_72,1,AY598645,CBS 453.67,100,1657,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_73,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_73,.,.,.,.,.,.,.,.,.,.
VAL1701_73,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1701_73,VAL1701_73,1,HQ643849,BR 179,100,1666,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_74,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,FALSE,FALSE,,VAL1701_74,.,.,.,.,.,.,.,.,.,.
VAL1701_74,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_74,.,.,.,.,.,.,.,.,.,.
VAL1701_75,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,FALSE,FALSE,,VAL1701_75,.,.,.,.,.,.,.,.,.,.
VAL1701_75,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_75,.,.,.,.,.,.,.,.,.,.
VAL1701_76,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_76,.,.,.,.,.,.,.,.,.,.
VAL1701_76,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1701_76,VAL1701_76,1,AY598618,CBS 382.34,100,1458,Pass,Pythium oligandrum  ,Pythium oligandrum,D
VAL1701_77,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_77,.,.,.,.,.,.,.,.,.,.
VAL1701_77,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1701_77,VAL1701_77,1,HQ643850,BR 171,100,1666,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_78,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,FALSE,FALSE,,VAL1701_78,.,.,.,.,.,.,.,.,.,.
VAL1701_78,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1701_78,.,.,.,.,.,.,.,.,.,.
VAL1701_79,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,FALSE,FALSE,,VAL1701_79,.,.,.,.,.,.,.,.,.,.
VAL1701_79,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_79,.,.,.,.,.,.,.,.,.,.
VAL1701_80,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_80,.,.,.,.,.,.,.,.,.,.
VAL1701_80,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,TRUE,FALSE,,VAL1701_80,VAL1701_80,1,HQ643850,BR 171,100,1679,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_81,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,FALSE,FALSE,,VAL1701_81,.,.,.,.,.,.,.,.,.,.
VAL1701_81,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_81,.,.,.,.,.,.,.,.,.,.
VAL1701_82,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,FALSE,FALSE,,VAL1701_82,.,.,.,.,.,.,.,.,.,.
VAL1701_82,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_82,.,.,.,.,.,.,.,.,.,.
VAL1701_83,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,FALSE,FALSE,,VAL1701_83,.,.,.,.,.,.,.,.,.,.
VAL1701_83,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_83,.,.,.,.,.,.,.,.,.,.
VAL1701_84,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,TRUE,TRUE,FALSE,,VAL1701_84,.,.,.,.,.,.,.,.,.,.
VAL1701_84,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,stem,TRUE,FALSE,FALSE,,VAL1701_84,.,.,.,.,.,.,.,.,.,.
VAL1701_148,2017,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,5,root,FALSE,.,.,,VAL1701_84,VAL1701_148,1,AY598645,CBS 453.67,100,1724,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_85,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_85,.,.,.,.,.,.,.,.,.,.
VAL1701_85,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1701_85,VAL1701_85,1,HQ643410,Lev 1618,99,1467,Pass,Pythium acanthicum  ,Pythium acanthicum,D
VAL1701_86,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_86,.,.,.,.,.,.,.,.,.,.
VAL1701_86,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1701_86,VAL1701_86,1,HQ643849,BR 179,100,1676,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_87,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1701_87,.,.,.,.,.,.,.,.,.,.
VAL1701_87,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_87,.,.,.,.,.,.,.,.,.,.
VAL1701_88,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1701_88,.,.,.,.,.,.,.,.,.,.
VAL1701_88,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_88,.,.,.,.,.,.,.,.,.,.
VAL1701_89,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1701_89,.,.,.,.,.,.,.,.,.,.
VAL1701_89,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_89,.,.,.,.,.,.,.,.,.,.
VAL1701_90,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1701_90,.,.,.,.,.,.,.,.,.,.
VAL1701_90,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1701_90,VAL1701_90,1,HQ643848,BR 599,100,1655,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1701_91,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_91,.,.,.,.,.,.,.,.,.,.
VAL1701_91,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_91,.,.,.,.,.,.,.,.,.,.
VAL1701_92,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_92,.,.,.,.,.,.,.,.,.,.
VAL1701_92,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_92,.,.,.,.,.,.,.,.,.,.
VAL1701_93,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_93,.,.,.,.,.,.,.,.,.,.
VAL1701_93,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_93,.,.,.,.,.,.,.,.,.,.
VAL1701_94,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_94,.,.,.,.,.,.,.,.,.,.
VAL1701_94,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1701_94,.,.,.,.,.,.,.,.,.,.
VAL1701_95,2017,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1701_95,.,.,.,.,.,.,.,.,.,.
